index,股票名称,发布时间,清洗后评论,情感,事件类型,置信度,关键词
14199,恒瑞医药,2026/4/1 9:34,"机构家数已经回到巅峰了,除了北向跑了8%,该启动了吧[想一下]",中性,市场情绪,2,北向
14200,恒瑞医药,2026/3/29 1:54,真正的技术!,积极,业绩相关,3,惊喜、业绩、恒瑞
14201,恒瑞医药,2026/3/31 11:22,年报和一季度一起!恒瑞在憋大招!拿住!必有惊喜!,积极,业绩相关,3,涨停、大招、拿住
14202,恒瑞医药,2026/3/31 5:58,首批启航企业,中性,其他,2,启航、企业
14203,恒瑞医药,2026/3/31 3:07,"恒瑞医药本周融资净偿还7125.68万元,居化学制药板块第一",中性,业绩相关,3,融资净偿还、化学制药、恒瑞
14204,恒瑞医药,2026/3/31 2:30,真不让人失望,积极,其他,3,不失望
14205,恒瑞医药,2026/3/31 2:11,"恒瑞医药本周获沪股通增持3.12亿元,周内增持市值两市排名第14",积极,业绩相关,3,增持、市值、第14
14206,恒瑞医药,2026/3/29 8:06,明天大涨[呲牙],积极,市场情绪,3,大涨
14207,恒瑞医药,2026/3/31 9:31,"以我个人对身边生活的感受做出的推论,水电燃气这种生产生活的基础物资在涨价,而人们",中性,其他,2,涨价、基础物资
14208,恒瑞医药,2026/3/29 7:34,"从去年初拿到今年初,中石油的股价也翻倍了,你相信吗?[憨笑][偷笑]再次说明,抱",积极,业绩相关,3,翻倍、股价、抱
14209,恒瑞医药,2026/3/28 6:57,"这篇没写民赶内容,为啥把我?",消极,其他,2,未写内容、为啥
14210,恒瑞医药,2026/3/30 10:27,恒瑞连45.63都破不了!你让我看空!根本不可能!4月份期待恒瑞的大阳线!!什么,积极,市场情绪,3,涨停、看空、大阳线
14211,恒瑞医药,2026/3/30 1:48,比较一下,中性,其他,2,比较
14212,恒瑞医药,2026/3/30 8:24,我梦到涨停了,积极,市场情绪,3,涨停、梦到涨停
14213,恒瑞医药,2026/3/29 10:00,"没有散户喜欢下跌,观察着已经出2023年年报的药企来分析整个医药行业情况,仿制药",中性,业绩相关,2,年报、药企、医药行业
14214,恒瑞医药,2026/3/30 12:22,"多的也不想,象常山药业4块涨到18块,4倍,,14涨到56",积极,市场情绪,3,上涨、4倍、涨停
14215,恒瑞医药,2026/3/30 12:03,恒瑞医药共赢,积极,其他,3,恒瑞医药
14216,恒瑞医药,2026/3/29 10:09,恒瑞医药目前信心比黄金重要…,积极,其他,3,恒瑞医药
14217,恒瑞医药,2026/3/29 10:04,恒瑞医药潜力股。,积极,其他,3,恒瑞医药
14218,恒瑞医药,2026/3/29 9:14,恒瑞医药挺佩服在这里巍然不动的人!,积极,其他,3,恒瑞医药
14219,恒瑞医药,2026/3/29 6:12,"3000点拉锯战又来了,该怎么办?",中性,市场情绪,3,3000点拉锯战
14220,恒瑞医药,2026/3/29 7:55,恒瑞医药龙回头[牛][牛],积极,市场情绪,3,龙回头、牛、坚持
14221,恒瑞医药,2026/3/28 10:15,"知行合一,现在只要有点零花钱就继续买。",积极,市场情绪,3,知行合一、买入、坚持
14222,恒瑞医药,2026/3/29 6:47,又是五天白玩,消极,市场情绪,3,五天白玩、怒
14223,恒瑞医药,2026/3/29 3:39,"机构数基本回巅峰了,股价什么时候能回巅峰[怒][怒][怒]",消极,市场情绪,3,怒、熬人、收盘
14224,恒瑞医药,2026/3/29 3:03,好了!收盘了!感觉上真是熬人啊!45.97!距离年报还有10个交易日!还是坚持我,中性,其他,3,收盘、45.97、年报
14225,恒瑞医药,2026/3/29 1:23,"大盘要飞了,你还在磨蹭什么?",积极,市场情绪,3,大盘、飞了、洗人
14226,恒瑞医药,2026/3/29 10:53,哪只50能“超配未来”?非中证A50莫属,积极,其他,3,中证A50、超配、做T
14227,恒瑞医药,2026/3/29 2:06,比药明强10倍,积极,业绩相关,3,比药明强、业绩
14228,恒瑞医药,2026/3/29 10:41,"低吸结束,下午啦起来继续做T",中性,其他,3,低吸、做T
14229,恒瑞医药,2026/3/29 1:49,难道今天就是为了自由落体洗洗人?,消极,市场情绪,3,自由落体、洗人
14230,恒瑞医药,2026/3/29 10:42,"还是把缺口补了吧,整天磨叽磨叽不死不活的,看得心烦意乱,提心吊胆的!",消极,市场情绪,3,心烦意乱、提心吊胆
14231,恒瑞医药,2026/3/29 1:09,创新药还要创新吗?资本市场不受待见,消极,市场情绪,3,资本市场不受待见
14232,恒瑞医药,2026/3/29 1:05,"昨天没出,可惜了,要下来了哇",中性,其他,2,利好、下跌
14233,恒瑞医药,2026/3/29 1:03,"天天出利好,天天跌",消极,市场情绪,3,利好、天天跌
14234,恒瑞医药,2026/3/29 12:10,"45元为分界点,如果破了,就要减一半仓位!输了就是认输!",中性,重大事项,3,缺口、仓位调整
14235,恒瑞医药,2026/3/29 11:31,"22成本,下来点,做个T",中性,市场情绪,3,磨人、走势、T
14236,恒瑞医药,2026/3/29 11:09,"就目前今上午得走势来看!我的脸是已经疼开了,看看下午收盘吧,只能说太磨人了",消极,市场情绪,3,疼、磨人、砸盘
14237,恒瑞医药,2026/3/29 10:14,尊敬的董秘你好!为什么贵公司一出利好就有资金砸盘?经常如此!按这种现象逻辑分析那,消极,市场情绪,3,砸盘、利好
14238,恒瑞医药,2026/3/29 11:25,"真是没得救了,FDA批准都没用,还有啥用",消极,其他,2,FDA、资金
14239,恒瑞医药,2026/3/29 11:22,业绩一定很差,消极,业绩相关,3,业绩、很差
14240,恒瑞医药,2026/3/29 11:19,"42成本,慢慢跌",消极,市场情绪,3,利好、下跌、阴跌
14241,恒瑞医药,2026/3/29 10:17,"啊啊啊啊啊啊啊啊,早知道49的时候就卖了,一直阴跌到现在",消极,市场情绪,3,利好、卖出、阴跌
14242,恒瑞医药,2026/3/29 10:36,"利好告示一出次日必跌无疑,这是孙飘扬的优点",消极,市场情绪,3,利好、下跌、套路
14243,恒瑞医药,2026/3/29 10:32,"一有利好就跌,真是搞笑……!",消极,市场情绪,3,利好、下跌、搞笑
14244,恒瑞医药,2026/3/29 10:18,"温水煮青蛙,4年了一毛不赚",消极,业绩相关,3,温水煮青蛙、4年、不赚
14245,恒瑞医药,2026/3/29 10:17,这只孙飘扬兽药股病情严重的很,消极,市场情绪,3,砸盘、北向资金、下跌
14246,恒瑞医药,2026/3/29 10:16,"今天北向不开门,可以确定最近就是国内的沟皮机构砸盘!",消极,市场情绪,3,北向不开门、砸盘、资金
14247,恒瑞医药,2026/3/29 9:01,"一季度股东户数估计会下降到40万吧,感觉散户都走完了,股吧冷清了不少",中性,其他,2,股东户数、散户、股吧
14248,恒瑞医药,2026/3/29 10:11,"今天没北向估计要跌成狗了,前几天全靠北向资金撑着",消极,市场情绪,3,北向资金、下跌、撑着
14249,恒瑞医药,2026/3/29 9:37,来个跌停下下他们[呲牙],积极,市场情绪,2,跌停、笑
14250,恒瑞医药,2026/3/28 8:12,医药板块又开始了狂飙,积极,行业政策,3,医药板块、狂飙、FDA快速通道
14251,恒瑞医药,2026/3/28 11:25,创新药业绩下滑严重差得要命全部暴雷继续暴跌砸砸砸砸砸砸砸砸砸砸砸杀在跌50%,消极,业绩相关,3,业绩下滑、暴雷、暴跌
14252,恒瑞医药,2026/3/28 6:19,"盈利法则,没有止损线。股票一定要分红。分享股市感受。",中性,其他,2,盈利法则、止损线、分红
14253,恒瑞医药,2026/3/28 9:28,"恒瑞医药:药物获美国FDA快速通道资格,针对铂耐药复发巢癌",积极,重大事项,3,FDA快速通道、铂耐药复发卵巢癌
14254,恒瑞医药,2026/3/28 3:01,"真够恶心的,拉尾盘就算了,到最后还搞跳水这一出。",消极,市场情绪,3,跳水、尾盘拉抬
14255,恒瑞医药,2026/3/28 8:11,好消息一个接一个,积极,重大事项,3,FDA快速通道
14256,恒瑞医药,2026/3/28 7:28,恒瑞医药(600276.SH):注射用SHR-A1921获得美国FDA授予快速通道资格,积极,重大事项,3,FDA快速通道
14257,恒瑞医药,2026/3/28 7:11,恒瑞医药(600276.SH):阿得贝利单抗注射液和注射用SHR-A1904临床试验获批,积极,重大事项,3,临床试验获批
14258,恒瑞医药,2026/3/28 7:11,恒瑞医药(600276.SH):注射用SHR-A1921获得美国FDA快速通道资格,积极,重大事项,3,FDA快速通道
14259,恒瑞医药,2026/3/28 7:08,恒瑞医药:注射用SHR-A1921获得美国FDA快速通道资格,积极,重大事项,3,FDA快速通道
14260,恒瑞医药,2026/3/28 7:03,重磅!恒瑞医药TROP-2 ADC创新药SHR-A1921获得美国FDA快速通道资格认定,积极,重大事项,3,FDA快速通道、恒瑞医药、TROP-2 ADC
14261,恒瑞医药,2026/3/28 6:08,集合竞价就知道明天的走势!把筹码全部吃掉了!!有人看着回落就怕!!散户出逃绝对是,中性,市场情绪,2,集合竞价、筹码、散户出逃
14262,恒瑞医药,2026/3/28 6:40,什么话不用说明天奔49去,积极,市场情绪,2,奔49、短线目标
14263,恒瑞医药,2026/3/28 4:33,今天明显缩量上涨!试探上方压力!恒瑞这么大估值的公司主力不可能进来了不到一天时间,中性,市场情绪,2,缩量上涨、压力位、主力
14264,恒瑞医药,2026/3/28 10:37,挂单咯!46.27买了46.15买了只要能赚2%复利增长!不香吗![爱心][爱心,积极,其他,2,挂单、46.27、复利增长
14265,恒瑞医药,2026/3/28 10:24,"上证指数再度失守3000点,中证A50还能行吗?",中性,市场情绪,3,上证指数、3000点、中证A50
14266,恒瑞医药,2026/3/22 2:52,两本巅峰黑色文学,中性,其他,2,黑色文学
14267,恒瑞医药,2026/3/28 2:48,长三天也不够两分钟的下跌,消极,市场情绪,3,下跌
14268,恒瑞医药,2026/3/28 1:58,神奇2点半,中性,市场情绪,2,神奇2点半
14269,恒瑞医药,2026/3/28 11:00,"个人认为!!!今天突破不突破没有实际意义,明天看收盘价!毕竟下周就是四月了!距离",中性,市场情绪,3,上证指数、收盘价、四月
14270,恒瑞医药,2026/3/28 2:30,"恒瑞医药,你不该这样啊",消极,其他,3,恒瑞医药
14271,恒瑞医药,2026/3/28 2:07,祝恒瑞留下的兄弟们发财。,积极,其他,3,恒瑞
14272,恒瑞医药,2026/3/28 1:54,这股顶多值30,消极,其他,3,估值
14273,恒瑞医药,2026/3/28 1:32,"现在买,大不了明天割肉跑",中性,市场情绪,3,割肉
14274,恒瑞医药,2026/3/28 1:15,这是又萎了?,消极,其他,3,萎了
14275,恒瑞医药,2026/3/25 10:35,"政策强支持,中证A50错不了",积极,行业政策,3,政策强支持
14276,恒瑞医药,2026/3/28 11:19,"哪家机构还套在里面,出不完的货",消极,其他,2,套在里面
14277,恒瑞医药,2026/3/28 12:07,"这个季度分红机制隐含最大的信息就是对经济复苏的信心,龙头的力量势不可挡",积极,业绩相关,3,分红机制、经济复苏、龙头
14278,恒瑞医药,2026/3/28 11:13,今天能冲破46.82吗?[笑哭][笑哭],中性,其他,2,冲破46.82
14279,恒瑞医药,2026/3/28 8:59,"依旧看好276,与亲同在",积极,其他,3,看好、276
14280,恒瑞医药,2026/3/28 11:52,感觉恒瑞急不可耐的想跳水,消极,市场情绪,3,跳水、股价、盘面
14281,恒瑞医药,2026/3/28 10:31,"10:30盘面恒瑞医药股价46.70元,药明康德股价46.65元,恒瑞第一次超过",中性,其他,3,恒瑞医药、药明康德、股价
14282,恒瑞医药,2026/3/28 11:20,"这段时间市场资金面出现明显改善,外资积极做多A股,特别是核心资产受到青睐。中证A",积极,市场情绪,3,资金面、外资、核心资产
14283,恒瑞医药,2026/3/27 3:19,3毛钱的跌幅还没有3月19号大怕个啥?三大指数平均跌幅2%呢!明天只要他能低开!,中性,市场情绪,3,跌幅、低开、指数
14284,恒瑞医药,2026/3/27 2:10,致自己、也共勉,积极,其他,2,共勉
14285,恒瑞医药,2026/3/28 1:12,一点也不慌,积极,市场情绪,3,坐等、吃肉、主力
14286,恒瑞医药,2026/3/28 10:03,今天47稳了!坐等!恒瑞医药加油!我看了主力有动作了!跟着吃口汤!不奢侈吃肉!!,积极,市场情绪,3,稳了、加油、吃口汤
14287,恒瑞医药,2026/3/28 9:52,[滴汗]真的要在45与50这5块钱的区间玩出花吗……我只是说说的[囧],中性,其他,2,区间、45、50
14288,恒瑞医药,2026/3/28 9:51,",这是回阳吗?",中性,其他,2,回阳
14289,恒瑞医药,2026/3/28 9:51,突破5日10日线,积极,其他,2,突破、5日线、10日线
14290,恒瑞医药,2026/3/28 9:48,砸盘开始[呲牙],消极,市场情绪,3,砸盘
14291,恒瑞医药,2026/3/28 9:40,给我上涨啊[哭][哭][哭][哭][哭],消极,市场情绪,3,给我上涨啊
14292,恒瑞医药,2026/3/28 9:34,慢慢下来吧!哈哈,积极,市场情绪,3,慢慢下来吧
14293,恒瑞医药,2026/3/28 7:08,"佐力药业,业绩大爆发,国家绝密保护配方,有极高的护城河,将开启翻倍行情",积极,业绩相关,3,业绩大爆发
14294,恒瑞医药,2026/3/27 8:40,"【热点】暴涨近29%!口服减肥药4周减重5%引发股价再度狂飙,或挑战司美格鲁肽?",积极,市场情绪,3,暴涨近29%
14295,恒瑞医药,2026/3/27 5:26,业绩差不及预期、股价涨幅过大、且炒到高位、企业反复不断讲故事、聪明资金连续高位出,消极,业绩相关,3,业绩差、股价高位、出货
14296,恒瑞医药,2026/3/26 9:29,"高股息热度逐渐升温,关注中证A50的机会",积极,行业政策,2,高股息、中证A50
14297,恒瑞医药,2026/3/27 9:46,早上暴跌是好事!该卖的赶紧!哈哈哈早上旁光不扫它半眼!跌越凶以后反弹力度越大!恒,积极,市场情绪,3,暴跌、反弹、高位出
14298,恒瑞医药,2026/3/27 2:11,"哪位大神卖的时候喊我一声,新人到场",中性,其他,2,卖单、新人
14299,恒瑞医药,2026/3/27 1:56,"好企业不怕跌,会跑起来的",积极,其他,3,好企业、不怕跌
14300,恒瑞医药,2026/3/26 8:30,"【热点】“减肥神药”提速:众生药业双靶点新物数据理想,石药集团司美格鲁肽获批临床,中国药企卷起来!",中性,行业政策,3,药企、获批临床、双靶点新药
14301,恒瑞医药,2026/3/27 12:27,"谁能说下,他高估值背后的逻辑?",中性,业绩相关,3,高估值、逻辑
14302,恒瑞医药,2026/3/27 10:52,你终于跌了天天涨的我发慌,消极,市场情绪,3,发慌、涨跌
14303,恒瑞医药,2026/3/27 12:11,"带头大哥算不算不重要,前排有位置很重要",中性,其他,2,带头大哥、位置
14304,恒瑞医药,2026/3/27 12:10,不能整天头上冒绿光,消极,市场情绪,3,冒绿光
14305,恒瑞医药,2026/3/27 12:10,"拿着,放心",中性,其他,2,
14306,恒瑞医药,2026/3/27 11:05,"你走了,我不会难过[怒]",消极,市场情绪,3,怒
14307,恒瑞医药,2026/3/27 10:33,涨几天不够一天跌的,消极,市场情绪,2,跌
14309,恒瑞医药,2026/3/27 11:06,真是创心药,积极,其他,2,创心药
14310,恒瑞医药,2026/3/27 10:28,"别人说这是垃圾,我还不信,现在信了,确实是垃圾",消极,市场情绪,3,垃圾、涨、不涨
14311,恒瑞医药,2026/3/27 10:37,"整个板块都在涨,就你不涨?",消极,市场情绪,3,涨、不涨
14312,恒瑞医药,2026/3/27 10:25,"45的缺口和一季报是目前恒瑞短线没办法做的障碍,成交量始终没有,一季报没出心里也",中性,业绩相关,3,一季报、缺口、成交量
14313,恒瑞医药,2026/3/27 10:10,猪狗不是,消极,市场情绪,3,猪狗、不是
14314,恒瑞医药,2026/3/27 10:06,"打上去,药明都打上去了,你还等什么",积极,市场情绪,2,打上去、药明
14315,恒瑞医药,2026/3/27 9:59,药明康德起飞了,积极,市场情绪,3,药明康德、起飞、看不上
14316,恒瑞医药,2026/3/26 6:02,"3块7的TCL看不上,一直看上恒瑞了[笑哭]",中性,市场情绪,3,市场震荡、热点轮动、均衡配置
14317,恒瑞医药,2026/3/27 9:53,"女儿公司都走起来了,你还不走!我不信",消极,市场情绪,3,恒瑞、补缺口
14318,恒瑞医药,2026/3/27 9:43,"近期市场震荡热点轮动快,均衡配置又变得很重要了,这个指数分红了,恰恰说明这种行情",积极,业绩相关,3,指数分红
14319,恒瑞医药,2026/3/27 9:33,"恒瑞,下来吧!补缺口!",消极,市场情绪,3,恒瑞、下来
14320,恒瑞医药,2026/3/27 8:56,淡淡的600276,中性,其他,2,
14321,恒瑞医药,2026/3/26 8:01,"复星年报出来了,不及预期。恒瑞还要熬这么久出年报。可能两者都不及预期,但恒瑞的股",消极,业绩相关,3,"年报,不及预期"
14322,恒瑞医药,2026/3/25 1:55,关于医药行业的思考,中性,行业政策,2,医药行业
14323,恒瑞医药,2026/3/26 10:33,"恒瑞医药子公司获批开展注射用SHR-7631临床试验,开辟晚期实体瘤治疗新途径",积极,重大事项,3,"临床试验,获批"
14324,恒瑞医药,2026/3/26 9:48,恒瑞医药(600276.SH):注射用SHR-7631获得药物临床试验批准通知书,中性,重大事项,3,药物临床试验批准
14325,恒瑞医药,2026/3/26 9:22,恒瑞医药(600276.SH)子公司注射用SHR-7631临床试验获批,中性,重大事项,3,"临床试验获批,子公司,注射用SHR-7631"
14326,恒瑞医药,2026/3/24 3:04,"发现一个恒瑞股吧新现象,以前公司出一个新研发或者临床消息,就会马上发公告,因为恒",中性,业绩相关,2,"新研发,临床消息,公告"
14327,恒瑞医药,2026/3/26 6:23,"[大笑]很多人喜欢预测业绩,我也喜欢,不过我喜欢用我们楼下卖水果老板的预期模型,",中性,市场情绪,2,"预测业绩,预期模型,大笑"
14328,恒瑞医药,2026/3/26 6:19,"大涨120%的高端注射剂,恒瑞迎来首家过评!",积极,业绩相关,3,"大涨120%,过评,注射剂"
14329,恒瑞医药,2026/3/26 4:14,离成本价挪近了一丢丢,中性,业绩相关,2,"成本价,利润"
14330,恒瑞医药,2026/3/26 10:59,今天缩量不跌破5日均线!收盘之前买一点!试试错!惜筹了已经没人卖了!主力已经在蓄,中性,市场情绪,2,缩量、试错、庄主
14331,恒瑞医药,2026/3/26 3:39,"今天庄主是赌气收盘给红了,来日方常、明天算总账",中性,市场情绪,2,庄主、红盘、算总账
14332,恒瑞医药,2026/3/26 12:24,"深套药明康德,要不就过来恒瑞医药了",消极,其他,2,深套、药明康德、恒瑞医药
14333,恒瑞医药,2026/3/26 3:08,缩量上涨!还比昨天的收盘价高!昨天也说过必有新高!今天试错坐等明天开盘!,积极,市场情绪,2,缩量上涨、新高、试错
14334,恒瑞医药,2026/3/26 2:41,真他娘的垃圾,消极,其他,3,垃圾
14335,恒瑞医药,2026/3/26 12:47,业差差、股价炒到高位、企业反复不断讲故事、二大游子融资赚了满满的连续出逃、有涨停,消极,业绩相关,3,业差差、股价高位、融资出逃
14336,恒瑞医药,2026/3/26 9:54,2024 AAD恒瑞自免1类创新药艾玛昔替尼治疗中重度特应性皮炎Ⅲ期研究亮相口头报告,中性,行业政策,2,创新药、Ⅲ期研究、口头报告
14337,恒瑞医药,2026/3/26 1:25,跟药明两兄弟一起上,中性,其他,2,药明、合作
14338,恒瑞医药,2026/3/26 12:47,"中证A50指数成分股里的否是我国各行业的领军企业,与我们国家的发展趋势息息相关,",中性,其他,2,中证A50、成分股、国家趋势
14339,恒瑞医药,2026/3/12 2:56,造影剂行业分析:2023年中国市场规模达到约295亿元,中性,行业政策,2,造影剂、市场规模、2023
14340,恒瑞医药,2026/3/26 12:45,一年四次分红以后每一季度都有期待啦首先提出来的工银就是大气啊龙头聚集还是值得关注,积极,业绩相关,3,分红、常态化、投资者友好
14341,恒瑞医药,2026/3/26 12:32,"工银第一个发布分红公告,以后分红将是常态化,对投资者太友好了。。",积极,业绩相关,3,分红公告、分红常态化
14342,恒瑞医药,2026/3/26 10:41,本股东今日加仓500股特此公告,中性,其他,2,股东加仓、公告
14343,恒瑞医药,2026/3/26 10:33,震荡上行[赞][赞][赞][赞][赞][赞],积极,市场情绪,2,震荡上行、赞
14344,恒瑞医药,2026/3/26 9:49,真的这么邪门吗[笑哭],中性,其他,2,邪门、笑哭
14345,恒瑞医药,2026/3/26 10:32,减持公告本股东今日减持500股特此公告。,中性,重大事项,3,减持公告
14346,恒瑞医药,2026/3/26 10:14,又开始,中性,其他,2,
14347,恒瑞医药,2026/3/25 4:49,"百济神州、恒瑞医药和药明康德,谁的潜力更大?",中性,行业政策,2,百济神州、恒瑞医药、药明康德
14348,恒瑞医药,2026/3/26 10:08,"佐力药业,业绩暴涨,国家保护绝密配方,有极高的护城河,开始翻倍行情",积极,业绩相关,3,业绩暴涨、护城河、翻倍行情
14349,恒瑞医药,2026/3/26 10:02,"回购后用于融券获点小利,股价涨不起来。",消极,市场情绪,2,回购、融券
14350,恒瑞医药,2026/3/26 9:58,"这货只要发利好告示次日百分百下跌,我已守候4年有余,",消极,市场情绪,3,利好次日下跌、守候多年、压力测试
14351,恒瑞医药,2026/3/25 7:40,恒瑞医药(600276.SH)收到注射用塞替派药品注册证书,中性,业绩相关,3,注册证书、恒瑞医药、利好
14352,恒瑞医药,2026/3/26 7:35,"如果这个信息是真实的,那么今天!!!不这周恒瑞医药最起码是周阳线起步了",积极,市场情绪,3,周阳线、利好、恒瑞医药
14353,恒瑞医药,2026/3/26 9:36,"[笑哭]成交量有点太惨了,有点怀念融券的了,有没有献身融券增加点成交量的",中性,其他,2,成交量、融券、市场情绪
14354,恒瑞医药,2026/3/25 4:54,今天这个测试上方压力!确实漂亮!首先说一下量比周五还缩量!创了新高!明天我看继续,中性,市场情绪,3,缩量、新高、压力
14355,恒瑞医药,2026/3/26 1:45,"恒瑞医药(600276)获批国内首个移植预处理药物,注射用塞替派助力治愈重型-地贫",积极,业绩相关,3,获批、首个、国产创新药
14356,恒瑞医药,2026/3/24 6:44,"600276,国产创新药第一股,最有望挑战罗氏、礼来的公司,绝对无可替代!",积极,业绩相关,3,国产创新药、挑战、绝对无可替代
14357,恒瑞医药,2026/3/25 10:45,"国内首仿,恒瑞注射用塞替派用于造血干细胞移植前预处理获批上市",中性,业绩相关,3,获批上市、首仿、塞替派
14358,恒瑞医药,2026/3/25 11:21,在你们研究缺口补补时候!有人已经开始吃肉!有些缺口是不会补的至少现在还不是时候!,中性,市场情绪,2,吃肉、缺口
14359,恒瑞医药,2026/3/25 8:20,"【重磅】加注!跨国药企重仓中国,包括两家减肥药巨头!",中性,行业政策,2,跨国药企、重仓、减肥药
14360,恒瑞医药,2026/3/25 7:38,恒瑞医药(600276.SH):注射用塞替派获得药品注册证书,中性,重大事项,3,药品注册证书
14361,恒瑞医药,2026/3/25 4:45,"走得难看,又没成交量。",消极,市场情绪,3,走得难看
14362,恒瑞医药,2026/3/25 4:16,"连续两个黑天鹅恒绿兽药虽然没有跌,但明天即使大盘和板块再好这个兽药绝对是直奔地狱",消极,市场情绪,3,黑天鹅、直奔地狱
14363,恒瑞医药,2026/3/25 2:30,医药还得是恒瑞啊,积极,行业政策,2,医药、恒瑞
14364,恒瑞医药,2026/3/25 4:10,医药还得看恒瑞啊,积极,行业政策,2,医药、恒瑞
14365,恒瑞医药,2026/3/25 2:54,行业分析人士称、合理股价42元,中性,其他,2,行业分析、合理股价、买买买
14366,恒瑞医药,2026/3/25 2:16,博信股份龙头买买买做合力,积极,市场情绪,2,龙头、买买买
14367,恒瑞医药,2026/3/25 2:00,"比沪深300走势更有超额,最主要季度分红,摩根中证A50ETF指数基金56035",积极,业绩相关,2,超额收益、季度分红、ETF指数基金
14368,恒瑞医药,2026/3/25 1:47,"2023年的年报陆续在出,不知道大多数散户与机构对2024年的预期什么样,应该会",中性,业绩相关,2,年报、2024预期
14369,恒瑞医药,2026/3/25 9:58,显示、股价已经高位、游子赚了满满的连续出逃、股价继续补跌43元、碰不得、赶紧跑,消极,市场情绪,3,高位、出逃、补跌、碰不得
14370,恒瑞医药,2026/3/25 1:08,短期内可买,中性,其他,3,短期内可买
14371,恒瑞医药,2026/3/25 11:16,你有病吧,消极,市场情绪,3,你有病吧
14372,恒瑞医药,2026/3/25 12:27,"维生素c是今年所有商品中涨得最好的品种,873167小盘绩优,主营维生素c",积极,业绩相关,3,维生素C、涨得最好、小盘绩优
14373,恒瑞医药,2026/3/24 6:07,"既不符合世界级的战略大师芒格行业之道(这个是最重要的,90%以上的投资者对此无法",中性,其他,3,战略大师、芒格、行业之道
14374,恒瑞医药,2026/3/25 11:37,"大盘不稳,还是买点黄金靠谱,又能增值还能避险,首选黄金股(517520),场内基",积极,行业政策,3,黄金、避险、黄金股
14375,恒瑞医药,2026/3/25 10:39,渣渣玩意儿不如药明康德,消极,市场情绪,3,渣渣玩意儿
14376,恒瑞医药,2026/3/25 10:58,补完?,中性,其他,2,补完
14377,恒瑞医药,2026/3/25 11:11,缺口不补了?还是来个回马枪?[想一下][想一下][想一下][想一下],中性,其他,3,缺口不补
14378,恒瑞医药,2026/3/25 9:59,"新漂亮50指数出来了,精选沪深两市50只股票,今年白马龙头核心资产应该不错,这只",积极,市场情绪,3,漂亮50指数
14379,恒瑞医药,2026/3/25 10:58,谁懂?有多大的利好才能看见一个涨停?,中性,市场情绪,3,涨停利好
14380,恒瑞医药,2026/3/17 4:26,突破50压力再加仓,积极,市场情绪,3,加仓、上涨、利好
14385,恒瑞医药,2026/3/25 9:45,最近医药全是抗跌了,中性,市场情绪,2,套人、大涨、抗跌
14386,恒瑞医药,2026/3/25 9:43,"今天又开始套人,哈哈[笑哭][笑哭][笑哭]",消极,市场情绪,3,套人、哈哈
14387,恒瑞医药,2026/3/25 9:13,暴涨[呲牙],积极,市场情绪,2,暴涨
14388,恒瑞医药,2026/3/24 8:13,"2000多亿流通市值,筹码锁定极差,只要中信证券转融通砸盘,就会产生多米诺骨牌效",中性,其他,3,筹码锁定、多米诺骨牌
14389,恒瑞医药,2026/3/21 10:37,"外资巨头连续唱多中国资产,中证A50引领新机遇",积极,市场情绪,2,外资唱多、A50
14390,恒瑞医药,2026/3/24 5:23,明天涨停吗?资本助推,中性,市场情绪,2,涨停、资本助推、淡定
14391,恒瑞医药,2026/3/22 4:11,看到大家都很淡定?难道真的没有人害怕年报暴雷或者不及预期吗?,消极,业绩相关,3,年报暴雷、不及预期、害怕
14392,恒瑞医药,2026/3/24 3:08,"恒瑞医药本周融资净买入5390.13万元,居化学制药板块第五",中性,其他,2,融资净买入、化学制药板块
14393,恒瑞医药,2026/3/24 2:13,"恒瑞医药本周沪股通持股市值减少1.03亿元,居化学制药板块第一",中性,其他,2,沪股通持股市值、化学制药板块
14394,恒瑞医药,2026/3/21 7:39,谁有苏州创新药大会的最新消息!,中性,重大事项,2,苏州创新药大会
14395,恒瑞医药,2026/3/24 8:00,要被做空了。,消极,市场情绪,3,被做空
14396,恒瑞医药,2026/3/22 4:54,有人问我怎样避开财务造假的企业,中性,造假,3,财务造假
14397,恒瑞医药,2026/3/23 7:29,"药明康德出反转利好,周一一起冲",积极,重大事项,3,"利好,反转"
14398,恒瑞医药,2026/3/21 10:13,2024 SGO|恒瑞创新药卡瑞利珠单抗联合法米替尼宫颈癌研究亮相口头报告,中性,行业政策,2,"创新药,宫颈癌,研究"
14399,恒瑞医药,2026/3/23 11:37,"人口老龄化趋势+医药转型新质生产力,还怕什么,满仓干",积极,行业政策,3,"老龄化,医药转型,满仓"
14400,恒瑞医药,2026/3/23 8:07,"短线分析最大的作用不是让散户猜涨跌,而是做好应对的方法,为什么很多大V经常短线猜",中性,其他,3,短线分析、大V、应对方法
14401,恒瑞医药,2026/3/22 4:57,这图型真漂亮!不管怎么说今天这个量!都算是缩量上涨!还反包了昨天的假阴线!太强势,积极,市场情绪,3,缩量上涨、强势、反包
14402,恒瑞医药,2026/3/22 6:01,2024中国创新药出海有望爆发式增长,积极,行业政策,3,创新药、出海、增长
14403,恒瑞医药,2026/3/22 8:34,"创新药炒了这么久,都没涨上去,就证明不行,该换赛道了,小伙伴们",消极,业绩相关,3,创新药、涨不上、换赛道
14404,恒瑞医药,2026/10/17 8:27,"每股派现1毛6,300年收回投资。",中性,业绩相关,3,每股派现、300年收回
